9d79bdeecb324bb581177ea9f08cae6d, 7.027970, -9.882827, 1.201007, 0.008520, -0.005682, -0.703098, 0.711019, 0.000000, 0.000000
5a734fc24a304344baefd31805eb1237, 8.603618, -9.919417, 1.222820, 0.007950, -0.004390, -0.699999, 0.714086, 0.000000, 0.000000
bacfb62182b641f693d0b602890d4aca, 10.130125, -9.914694, 1.244274, 0.008276, -0.005930, -0.706238, 0.707901, 0.000000, 0.000000
cb04082827874ce297be9de4acfdccf8, 11.736660, -9.946879, 1.262857, 0.007679, -0.003403, -0.703447, 0.710698, 0.000000, 0.000000
340ec0bab72846c7992e880653d8f019, 13.071036, -9.775799, 1.274970, 0.006258, -0.003453, -0.706416, 0.707761, 0.000000, 0.000000
114e7e3e3f2f4b6db79916a84e21e573, 14.277005, -9.957607, 1.282552, 0.005130, -0.001084, -0.698368, 0.715719, 0.000000, 0.000000
113be85b402f40fbb3456e55f5ed0300, 16.077602, -10.008048, 1.289085, 0.007470, 0.000398, -0.708241, 0.705931, 0.000000, 0.000000
04fe96ac1dab46e8959587d3ffb738ad, 17.608541, -10.032782, 1.291986, 0.005519, 0.002345, -0.715752, 0.698329, 0.000000, 0.000000
a7c6af0724c44a3c9ee9957f7b4006ab, 19.191284, -10.064065, 1.291041, 0.004484, 0.003024, -0.688513, 0.725204, 0.000000, 0.000000
b8288664b2924eb48cb52c552bcb9cc3, 20.615282, -10.117516, 1.281620, 0.003686, 0.002732, -0.691415, 0.722443, 0.000000, 0.000000
9a6b2d8f4db1420d95996d2778724dda, 5.861025, 10.153375, 1.178827, -0.006750, -0.004764, 0.729221, 0.684229, 0.000000, 0.000000
35192176a833476ea784708acf296af4, 7.937992, 10.226678, 1.210801, -0.003323, -0.003632, 0.707382, 0.706814, 0.000000, 0.000000
dbff239ca138433aa411171c67a92fb3, 10.523325, 10.629340, 1.239615, -0.004963, -0.003076, 0.721746, 0.692133, 0.000000, 0.000000
580e4bacebfa493ead2304072254d5c5, 12.331965, 10.660985, 1.260841, -0.004670, -0.000688, 0.713231, 0.700913, 0.000000, 0.000000
67bdc516c5f9409e97d752f4510693d0, 13.815048, 10.702657, 1.273985, -0.001483, -0.001280, 0.726580, 0.687079, 0.000000, 0.000000
f6a0cbdd48934934bb96e19c93ed2c38, 15.583603, 10.774370, 1.282196, -0.001230, 0.001080, 0.720657, 0.693290, 0.000000, 0.000000
7922d9fd354d452c90f5f4ffadd6c102, 17.134882, 10.782654, 1.286939, -0.002754, 0.004443, 0.724378, 0.689383, 0.000000, 0.000000
28ee85af7dca4c8da09bdde3e1c7ed9e, 18.767956, 10.843721, 1.293199, -0.001615, 0.004938, 0.724868, 0.688869, 0.000000, 0.000000
75a7bd7156094bd9a9279e677a5999fd, 20.253511, 10.884246, 1.289832, 0.000406, 0.004611, 0.738545, 0.674188, 0.000000, 0.000000
c8e0764ee1b0402890e17a70ccfc3621, 19.581312, 8.756696, 1.318700, 0.001452, 0.002020, 0.724295, 0.689486, 0.000000, 0.000000
c874523fc9b54deab43a6b53a6fe343a, 22.135075, 7.368402, 1.329721, -0.003360, -0.006152, -0.685172, 0.728348, 0.000000, 0.000000
b4e75ae5be2c4c4691e16fc222b063c9, 22.229052, 3.821513, 1.349659, -0.004198, -0.006130, -0.676836, 0.736096, 0.000000, 0.000000
5e41ae482e9d4d4cad745f33deab1a84, 22.444864, 0.557305, 1.364705, -0.002570, -0.002911, -0.699214, 0.714902, 0.000000, 0.000000
0c5f8d3592634d06866432c22402c6a4, 22.724215, -2.356355, 1.355463, -0.001152, -0.001247, -0.701641, 0.712528, 0.000000, 0.000000
84e22b5f48ec4dba9ec87cadeb441885, 22.642740, -5.173508, 1.337168, 0.001021, 0.000146, -0.693545, 0.720413, 0.000000, 0.000000
bcdbeca79f794357a99733d54950ed83, 19.743006, -5.957156, 1.338320, 0.001890, -0.000740, -0.722620, 0.691242, 0.000000, 0.000000
05cd0850aade445e95e1bdfe13dd5f9e, 19.647295, -8.509681, 1.313753, 0.004351, 0.002668, -0.699060, 0.715045, 0.000000, 0.000000
afda6337b54c45a498fe3d90e3950543, 24.740469, 0.884692, 1.353146, 0.004146, -0.000539, 0.019965, 0.999792, 0.000000, 0.000000
a2092cddbd084173a9df28abca596f4a, 18.905989, 0.396467, 1.362894, 0.002174, 0.004638, 0.999854, -0.016283, 0.000000, 0.000000
1126cb30d50448e18804daae749fc6d9, 15.814722, 0.414118, 1.341158, -0.000290, 0.002938, 0.999815, -0.019000, 0.000000, 0.000000
5f36914c9a334f22a74339d10b55499f, 24.796768, -5.197915, 1.328921, 0.002231, -0.000080, -0.697736, 0.716351, 0.000000, 0.000000
7059c5a032c141d3bfbfbd79c11fc1ca, 25.064035, -7.542659, 1.297660, 0.000313, 0.000676, -0.706430, 0.707783, 0.000000, 0.000000
4349aab0fa2e48328722be9ddac17b93, 24.317533, -9.855564, 1.267164, 0.003783, 0.002258, -0.704122, 0.710065, 0.000000, 0.000000
38b6467734654ca98411383af31ec4f2, 25.741013, -9.867440, 1.259937, 0.002901, 0.003033, -0.705481, 0.708716, 0.000000, 0.000000
316393801d6043959944ea1b5299aa23, 27.361044, -9.915056, 1.252126, 0.000760, 0.006460, -0.712569, 0.701572, 0.000000, 0.000000
d1d998595a0c4116bcd2c1521237cdca, 28.911930, -9.920546, 1.234001, -0.000881, 0.004630, -0.701832, 0.712327, 0.000000, 0.000000
5eeb8f3b137b486488daa90fded30e18, 30.492504, -9.925748, 1.215591, -0.001029, 0.003808, -0.716483, 0.697594, 0.000000, 0.000000
a374f9cfd36d4afdab8561e7fa664636, 33.121296, -9.959159, 1.181847, 0.000242, 0.006856, -0.694763, 0.719206, 0.000000, 0.000000
0c295803b0ac4ae79d958b03c134fa7e, 34.843201, -10.029760, 1.161520, -0.000538, 0.007534, -0.710085, 0.704075, 0.000000, 0.000000
a6032528b6b14412ad6db5605a8f4021, 36.285152, -10.076476, 1.135685, -0.002656, 0.009030, -0.707563, 0.706588, 0.000000, 0.000000
1507596ae52a42aaa3b9e3adf2395df1, 37.863846, -10.140602, 1.095972, -0.001898, 0.010630, -0.717002, 0.696988, 0.000000, 0.000000
93f0285cb6f64552bf5f6663aa12fd8e, 39.183605, -10.176126, 1.066172, -0.001525, 0.011005, -0.711503, 0.702595, 0.000000, 0.000000
4c34c666913b4d23a7388b070f009dc4, 40.289284, -9.488214, 1.053707, 0.011254, 0.009068, 0.001395, 0.999895, 0.000000, 0.000000
e62ff93d5f5447bd9d9c4bcf8b601571, 40.346767, -8.162811, 1.072684, 0.006091, 0.010451, -0.001753, 0.999925, 0.000000, 0.000000
f60062dc01554d47a099355fe9eab298, 40.401421, -6.662512, 1.088986, 0.007250, 0.008292, 0.002005, 0.999937, 0.000000, 0.000000
5d477294b4f04c33ac39ea25db2d606d, 40.462868, -5.068537, 1.102698, 0.003668, 0.009717, -0.001950, 0.999944, 0.000000, 0.000000
26c0edbdc9e5468798c4f87fa16d791d, 40.534294, -3.403942, 1.113073, 0.004684, 0.006769, 0.005266, 0.999952, 0.000000, 0.000000
a355f836cbc843f1b8227d278ea6510c, 40.607922, -1.951941, 1.120803, 0.004624, 0.007541, -0.017083, 0.999815, 0.000000, 0.000000
810694fc588e4c1aacd1757c74fdb246, 24.316990, 9.026232, 1.304071, 0.001225, 0.005193, 0.731363, 0.681968, 0.000000, 0.000000
5c8ae05659254774b3e3729252812072, 23.562075, 10.990496, 1.282729, 0.002076, 0.003521, 0.738310, 0.674449, 0.000000, 0.000000
cca5ad6e41464f03adb6f366bea5d234, 25.070642, 11.086177, 1.275090, 0.000766, 0.005114, 0.740075, 0.672505, 0.000000, 0.000000
a0dd6dadfb174cfc855fa9923e0e1d77, 26.581381, 11.171548, 1.266740, 0.000219, 0.006505, 0.736460, 0.676450, 0.000000, 0.000000
99f46795115445528afb9ad29235cf5c, 28.241167, 11.283826, 1.250564, 0.001798, 0.008836, 0.748978, 0.662533, 0.000000, 0.000000
09da72ecbf8241229cd36a12c7ba7059, 29.755911, 11.380114, 1.233874, 0.001363, 0.009893, 0.742820, 0.669417, 0.000000, 0.000000
8431a453072645f0bb8fcc79d6952c6e, 32.677582, 11.571843, 1.192475, 0.003449, 0.010634, 0.739236, 0.673354, 0.000000, 0.000000
15fd7cff707749cdb4bf127b4ed95e96, 34.562172, 11.700564, 1.160705, 0.003298, 0.014057, 0.750798, 0.660374, 0.000000, 0.000000
f8aaf878adcd44719b261e0edc86833e, 36.385632, 11.858099, 1.122858, 0.004014, 0.015047, 0.756330, 0.654005, 0.000000, 0.000000
4511795d06af47288b395176e6307119, 38.130310, 12.025631, 1.081668, 0.003229, 0.015919, 0.744795, 0.667096, 0.000000, 0.000000
799e448048ee4f848ef9a5f5a34aab5f, 39.387348, 11.678889, 1.053921, -0.009717, 0.012309, 0.054865, 0.998371, 0.000000, 0.000000
ad3d831d11ef4a76ae36d6906681718d, 39.513512, 10.074792, 1.080189, -0.003810, 0.011354, 0.050549, 0.998650, 0.000000, 0.000000
a760ba6ccea04aad85f2444f62a3e67e, 39.690987, 8.309694, 1.102958, -0.001613, 0.008950, 0.049462, 0.998735, 0.000000, 0.000000
9607e738f9154fa78f3588c99f4a8831, 39.802807, 6.980288, 1.116378, -0.004971, 0.009654, 0.050245, 0.998678, 0.000000, 0.000000
429dc6aedb2c4c8fbf2bb253afb1334d, 39.909214, 5.607074, 1.128912, -0.000436, 0.011185, 0.049410, 0.998716, 0.000000, 0.000000
ce52348b6a5144e9ab426bfc00101c83, 40.006355, 4.311685, 1.133869, -0.001187, 0.011574, 0.053148, 0.998519, 0.000000, 0.000000
1db9ee78dc2045d38a8a68c1bf070aa2, 39.244595, 1.825594, 1.166312, 0.015498, 0.001577, 0.998293, -0.056296, 0.000000, 0.000000
